CSCv2_name,CSCv2_RA,CSCv2_DEC,CSCv2_PU,CSCv2_S/N,Fs,e_Fs,Fm,e_Fm,Fh,e_Fh,Fb,e_Fb,P_intra,P_inter,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,Plx,e_Plx,PM,rgeo,b_rgeo,B_rgeo,P_AGN,P_CV,P_HM-STAR,P_HMXB,P_LM-STAR,P_LMXB,P_NS,P_YSO,e_P_AGN,e_P_CV,e_P_HM-STAR,e_P_HMXB,e_P_LM-STAR,e_P_LMXB,e_P_NS,e_P_YSO,Class,Class_prob,e_Class_prob,CT,CSCv2_flags,Catalog_name,True_Class,Class_ref,HESS_name
2CXO J163500.9-471946,248.7541318,-47.3297124,0.85,3.0,2e-15,1e-15,2e-15,1e-15,1.5e-14,4e-15,1.8e-14,4e-15,,,19.985,0.005,20.9,0.1,18.87,0.03,,,,,,,,,,,,,1.0,0.6,6.222,3149.0,1680.0,4275.0,0.0,0.3,0.05,0.01,0.002,0.3,0.2,0.1,0.005,0.1,0.03,0.02,0.004,0.1,0.1,0.05,LMXB,0.3,0.1,0.064,,,,,J1634-472
2CXO J163545.5-471121,248.9397119,-47.1891706,1.4,3.09,8e-16,4e-16,1.1e-15,5e-16,1.1e-14,6e-15,1.3e-14,6e-15,0.542,,16.587,0.004,17.02,0.05,15.4,0.02,,,,,,,,,,,,,0.78,0.06,3.586,1242.0,1160.0,1335.0,0.0,0.3,0.3,0.01,0.01,0.2,0.02,0.17,0.002,0.2,0.2,0.01,0.02,0.1,0.03,0.08,CV,0.3,0.2,0.201,,,,,J1634-472
2CXO J163633.9-470239,249.1414798,-47.0443046,0.93,3.2,8e-18,6e-18,8e-18,6e-18,1.6e-14,5e-15,1.6e-14,5e-15,,,,,,,,,15.78,0.08,13.55,0.07,12.3,0.04,,,,,,,,,,,,,0.02,0.004,0.04,0.3,0.11,0.03,0.02,0.5,0.02,0.007,0.04,0.1,0.08,0.03,0.02,0.1,YSO,0.5,0.1,1.178,,,,,J1634-472
2CXO J163551.1-471055,248.962985,-47.1822103,0.96,3.29,8e-18,6e-18,5e-16,4e-16,1.2e-14,4e-15,1.2e-14,4e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.001,0.1,0.0,0.0,0.1,0.7,0.05,0.06,0.009,0.2,0.002,0.003,0.2,0.3,0.06,NS,0.7,0.3,1.322,,,,,J1634-472
2CXO J163451.2-472321,248.713614,-47.3893958,2.99,3.29,3e-15,2e-15,5e-16,3e-16,2e-15,1e-15,6e-15,2e-15,0.956,0.771,13.871,0.003,14.227,0.01,13.143,0.005,,,,,,,,,,,,,-0.1,0.3,14.668,4372.0,3063.0,6136.0,0.0,0.2,0.5,0.0,0.05,0.11,0.001,0.12,0.0007,0.1,0.1,0.003,0.04,0.07,0.004,0.07,HM-STAR,0.5,0.1,1.442,,,,,J1634-472
2CXO J163529.6-471643,248.8734953,-47.2787814,0.86,6.71,4e-15,1e-15,2.5e-15,6e-16,5e-15,2e-15,1.1e-14,2e-15,1.0,0.981,15.731,0.003,16.381,0.005,14.936,0.005,13.83,0.04,13.29,0.06,13.1,0.05,12.861,0.009,13.09,0.01,,,1.05,0.04,9.099,913.0,877.0,949.0,0.0,0.09,0.21,0.03,0.3,0.11,0.002,0.31,0.0,0.06,0.08,0.03,0.1,0.09,0.005,0.09,YSO,0.31,0.09,0.225,,,,,J1634-472
2CXO J163443.0-472602,248.6792798,-47.4341201,0.97,4.26,4e-16,3e-16,2e-15,7e-16,2.8e-14,6e-15,3.1e-14,6e-15,0.056,,19.077,0.005,21.6,0.2,17.41,0.02,12.93,0.03,11.26,0.02,10.54,0.02,10.05,0.03,10.08,0.06,8.39,,0.3,0.3,5.311,3077.0,1917.0,4349.0,0.0,0.002,0.09,0.1,0.06,0.003,0.001,0.7,0.0006,0.005,0.06,0.08,0.06,0.007,0.005,0.1,YSO,0.7,0.1,3.387,,,,,J1634-472
2CXO J163550.5-471319,248.9604482,-47.2220081,1.36,3.12,6e-16,4e-16,8e-16,4e-16,6e-15,2e-15,8e-15,3e-15,,,20.655,0.008,21.5,0.1,19.31,0.05,14.92,0.05,13.04,0.04,12.25,0.03,11.923,0.003,11.413,0.004,,,,,,,,,0.0,0.002,0.09,0.05,0.04,0.003,0.004,0.81,0.0,0.005,0.06,0.05,0.04,0.007,0.009,0.08,YSO,0.81,0.08,5.18,,,,,J1634-472
2CXO J163521.8-471918,248.8409529,-47.321721,0.89,5.35,1.3e-14,2e-15,1.9e-15,6e-16,2e-15,1e-15,1.6e-14,2e-15,0.842,0.765,11.876,0.003,12.236,0.003,11.34,0.004,10.71,0.02,10.44,0.03,10.34,0.03,10.13,0.01,10.48,0.01,,,3.69,0.02,13.474,268.0,267.0,269.0,0.0,0.002,0.3,0.002,0.6,0.01,0.0,0.08,0.0,0.006,0.1,0.006,0.1,0.02,0.001,0.05,LM-STAR,0.6,0.1,1.025,extent,,,,J1634-472
2CXO J163606.2-471050,249.026176,-47.1806374,1.04,3.0,1e-15,7e-16,2.2e-15,1e-15,3e-15,2e-15,6e-15,2e-15,,,19.878,0.005,21.27,0.1,18.75,0.02,,,,,,,,,,,,,0.7,0.6,3.408,4996.0,2733.0,7285.0,0.001,0.2,0.11,0.01,0.004,0.3,0.2,0.17,0.005,0.1,0.06,0.01,0.008,0.1,0.1,0.07,LMXB,0.3,0.1,0.118,,,,,J1634-472
2CXO J163536.8-471631,248.9033566,-47.2754678,1.81,3.35,4e-15,3e-15,1e-15,4e-16,4e-15,1e-15,9e-15,3e-15,,,18.11,0.003,20.81,0.09,16.619,0.006,13.54,0.04,12.4,0.2,11.9,0.1,,,,,,,0.3,0.2,4.324,4336.0,2563.0,5742.0,0.0,0.01,0.14,0.02,0.12,0.02,0.002,0.7,0.0,0.02,0.09,0.02,0.09,0.02,0.006,0.1,YSO,0.7,0.1,2.475,,,,,J1634-472
2CXO J163620.6-470807,249.0859081,-47.1353858,0.98,6.01,4e-15,1e-15,1.8e-15,6e-16,6e-15,2e-15,1.1e-14,3e-15,0.994,0.997,18.262,0.006,,,,,,,,,,,,,,,,,3.2,0.2,14.337,318.0,298.0,340.0,0.0,0.05,0.13,0.001,0.06,0.6,0.2,0.05,0.001,0.03,0.07,0.003,0.06,0.1,0.1,0.04,LMXB,0.6,0.1,1.492,,,,,J1634-472
2CXO J163442.3-472837,248.6765462,-47.4769664,3.12,9.87,8e-18,6e-18,8e-18,6e-18,1.2e-15,9e-16,1.2e-15,9e-16,,,,,,,,,17.39,,15.87,,13.2,0.04,12.52,0.005,10.726,0.003,,,,,,,,,0.05,0.004,0.02,0.04,0.01,0.06,0.05,0.77,0.04,0.006,0.02,0.03,0.01,0.04,0.04,0.09,YSO,0.77,0.09,5.517,,,,,J1634-472
2CXO J163515.1-472303,248.8133238,-47.3843462,1.24,4.26,1.1e-14,8e-15,8e-18,6e-18,2.3e-14,4e-15,3.4e-14,9e-15,,,,,,,,,15.96,,13.77,,12.27,0.04,10.65,0.04,10.06,0.04,8.13,,,,,,,,0.05,0.005,0.01,0.2,0.02,0.14,0.1,0.47,0.03,0.008,0.01,0.06,0.02,0.06,0.05,0.08,YSO,0.47,0.08,2.012,,,,,J1634-472
2CXO J163445.4-472911,248.6895253,-47.4865169,1.42,4.0,4e-15,1e-15,1.4e-15,5e-16,4e-15,2e-15,9e-15,2e-15,0.554,0.029,18.098,0.003,19.96,0.07,16.768,0.007,14.29,0.03,13.26,0.04,12.73,0.04,,,12.94,0.02,,,0.7,0.1,3.101,1589.0,1275.0,2140.0,0.0,0.005,0.05,0.02,0.06,0.01,0.001,0.86,0.0,0.008,0.03,0.04,0.05,0.01,0.004,0.08,YSO,0.86,0.08,6.247,,,,,J1634-472
2CXO J163621.0-471113,249.0879047,-47.1871511,0.97,4.67,8e-18,6e-18,1.5e-15,7e-16,2.5e-14,4e-15,2.7e-14,5e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.001,0.1,0.0,0.0,0.2,0.7,0.02,0.06,0.007,0.1,0.004,0.0,0.2,0.3,0.04,NS,0.7,0.3,1.091,,,,,J1634-472
2CXO J163636.3-470853,249.1514358,-47.1480563,2.88,3.03,6e-16,3e-16,9e-16,5e-16,8e-15,2e-15,1e-14,3e-15,,,,,,,,,,,,,,,12.17,0.004,,,,,,,,,,,0.01,0.01,0.06,0.001,0.004,0.2,0.6,0.17,0.01,0.01,0.09,0.003,0.008,0.2,0.2,0.08,NS,0.6,0.2,1.112,,,,,J1634-472
2CXO J163607.0-471433,249.029451,-47.2427521,1.17,4.19,8e-18,6e-18,2.4e-15,8e-16,1.2e-14,3e-15,1.5e-14,3e-15,,,20.448,0.008,21.5,0.2,18.78,0.03,,,,,,,,,,,,,1.0,1.0,6.943,3456.0,1900.0,5163.0,0.02,0.2,0.08,0.01,0.001,0.3,0.4,0.1,0.05,0.1,0.08,0.01,0.004,0.1,0.2,0.06,NS,0.4,0.2,0.25,,,,,J1634-472
2CXO J163533.1-472130,248.8881106,-47.3584264,0.89,4.54,5e-15,1e-15,2.1e-15,6e-16,3e-15,1e-15,9e-15,2e-15,0.955,0.865,15.883,0.003,16.511,0.006,15.109,0.005,13.99,0.03,13.46,0.06,13.3,0.06,,,,,,,1.29,0.05,27.607,756.0,730.0,787.0,0.0,0.07,0.4,0.02,0.3,0.07,0.001,0.2,0.0,0.05,0.1,0.02,0.1,0.06,0.003,0.07,HM-STAR,0.4,0.1,0.289,,,,,J1634-472
2CXO J163445.1-473123,248.6881358,-47.5231337,2.84,3.7,1.4e-14,6e-15,6e-16,3e-16,2e-15,1e-15,1.7e-14,6e-15,0.321,,19.14,0.004,20.69,0.07,17.82,0.02,15.74,0.09,14.94,0.1,14.33,,12.156,0.004,,,,,1.8,0.3,14.014,643.0,531.0,836.0,0.0,0.17,0.07,0.02,0.06,0.13,0.04,0.5,0.002,0.07,0.04,0.02,0.03,0.06,0.03,0.1,YSO,0.5,0.1,1.908,,,,,J1634-472
2CXO J163620.3-471324,249.0846596,-47.2235266,1.56,3.52,1.8e-15,7e-16,6e-16,3e-16,2e-15,1e-15,4e-15,1e-15,0.878,0.321,11.312,0.003,11.588,0.003,10.872,0.004,10.37,0.02,10.16,0.02,10.08,0.02,10.19,0.03,10.42,0.05,8.5,,1.89,0.02,20.565,520.0,512.0,528.0,0.0,0.004,0.3,0.002,0.6,0.02,0.0,0.09,0.0,0.009,0.1,0.005,0.2,0.03,0.002,0.06,LM-STAR,0.6,0.2,1.21,,,,,J1634-472
2CXO J163455.7-473003,248.7324975,-47.5008529,1.55,3.18,2.4e-15,9e-16,4e-16,2e-16,7e-15,3e-15,1e-14,3e-15,0.146,0.043,11.734,0.003,11.522,0.004,10.597,0.004,9.94,0.02,9.68,0.03,9.55,0.02,9.32,0.03,9.22,0.03,5.75,0.06,1.3,0.4,12.645,2422.0,1126.0,3571.0,0.0,0.03,0.4,0.06,0.3,0.03,0.0,0.17,0.0006,0.03,0.1,0.05,0.1,0.03,0.001,0.06,HM-STAR,0.4,0.1,0.661,,,,,J1634-472
2CXO J163555.1-471903,248.9798931,-47.3175411,0.85,4.26,3e-15,3e-15,5e-16,4e-16,1.5e-14,4e-15,1.8e-14,5e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.0,0.07,0.0,0.001,0.3,0.6,0.05,0.005,0.02,0.1,0.005,0.003,0.3,0.3,0.05,NS,0.6,0.3,0.497,,,,,J1634-472
2CXO J163441.8-473323,248.6743982,-47.5565694,1.13,3.29,1e-15,1e-15,1.2e-15,7e-16,1.8e-14,4e-15,2.1e-14,4e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.0,0.1,0.0,0.0,0.3,0.6,0.02,0.005,0.01,0.1,0.002,0.002,0.3,0.3,0.03,NS,0.6,0.3,0.7,,,,,J1634-472
2CXO J163619.7-471436,249.0822976,-47.2433671,1.23,3.65,4e-15,1e-15,6e-16,3e-16,2e-15,1e-15,7e-15,1e-15,0.221,0.834,9.905,0.003,9.978,0.003,9.748,0.004,9.53,0.02,9.45,0.02,9.44,0.02,9.39,0.03,9.47,0.03,8.3,0.5,2.03,0.02,8.467,487.0,482.0,491.0,0.0,0.01,0.6,0.001,0.4,0.004,0.0,0.05,0.0005,0.01,0.1,0.003,0.1,0.008,0.0005,0.04,HM-STAR,0.6,0.1,0.7,conf,,,,J1634-472
2CXO J163613.7-472758,249.0573028,-47.4662113,2.27,5.84,6e-16,3e-16,9e-16,3e-16,3.5e-15,1e-15,5e-15,1e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.1,0.0,0.001,0.2,0.6,0.02,0.01,0.02,0.1,0.0,0.005,0.2,0.2,0.04,NS,0.6,0.2,0.885,,,,,J1634-472
2CXO J163448.5-473229,248.7020976,-47.5416416,1.25,4.97,8e-18,6e-18,2.1e-15,7e-16,6e-15,2e-15,8e-15,2e-15,,,20.93,0.02,22.8,0.4,19.27,0.07,13.73,0.07,11.77,0.07,10.73,0.04,,,,,,,,,,,,,0.001,0.001,0.05,0.01,0.03,0.003,0.001,0.91,0.004,0.003,0.04,0.01,0.03,0.006,0.003,0.05,YSO,0.91,0.05,9.14,,,,,J1634-472
2CXO J163520.1-472627,248.8339134,-47.4409341,4.35,3.17,7e-16,4e-16,4e-15,2e-15,8e-18,6e-18,5e-15,2e-15,,,19.718,0.005,21.1,0.2,18.55,0.03,,,,,,,,,,,,,2.4,0.5,4.864,686.0,468.0,1038.0,0.001,0.19,0.16,0.003,0.02,0.27,0.15,0.2,0.004,0.08,0.08,0.006,0.02,0.09,0.1,0.07,LMXB,0.27,0.09,0.434,,,,,J1634-472
2CXO J163447.8-473244,248.6993938,-47.5457356,1.32,5.82,7e-16,4e-16,8e-16,4e-16,1.7e-14,4e-15,1.8e-14,4e-15,0.752,0.493,,,,,,,14.48,0.09,12.7,0.1,11.23,0.08,,,,,,,,,,,,,0.0,0.006,0.04,0.006,0.02,0.0,0.001,0.93,0.0005,0.008,0.03,0.01,0.03,0.002,0.003,0.05,YSO,0.93,0.05,10.126,extent,,,,J1634-472
2CXO J163548.3-472129,248.9515248,-47.3582106,1.05,3.76,8e-18,6e-18,8e-18,6e-18,2.1e-14,6e-15,2.1e-14,6e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.0,0.01,0.06,0.001,0.4,0.2,0.06,0.1,0.003,0.03,0.05,0.003,0.2,0.2,0.05,LMXB,0.4,0.2,0.614,,,,,J1634-472
2CXO J163534.5-473306,248.8939993,-47.5517594,1.01,3.76,1.1e-15,3e-16,1.3e-15,4e-16,3e-15,2e-15,5e-15,2e-15,0.618,,14.029,0.003,15.313,0.003,12.918,0.004,10.93,0.02,10.11,0.02,9.8,0.02,9.52,0.04,9.5,0.06,6.6,0.2,0.43,0.02,4.506,2107.0,2015.0,2204.0,0.0,0.04,0.2,0.01,0.06,0.003,0.0,0.7,0.0,0.04,0.1,0.02,0.04,0.007,0.002,0.1,YSO,0.7,0.1,2.019,,,,,J1634-472
2CXO J163604.6-472753,249.0193409,-47.4648773,1.1,3.18,4e-16,2e-16,3e-16,2e-16,3e-15,1e-15,4e-15,1e-15,,0.968,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.001,0.07,0.0,0.001,0.3,0.6,0.05,0.01,0.006,0.07,0.0007,0.003,0.2,0.2,0.05,NS,0.6,0.2,0.824,,,,,J1634-472
2CXO J163453.8-473318,248.7242343,-47.5551291,0.88,3.0,8e-18,6e-18,1.1e-15,8e-16,1.1e-14,3e-15,1.2e-14,3e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.0,0.1,0.0,0.0,0.1,0.7,0.03,0.05,0.02,0.2,0.002,0.003,0.1,0.3,0.05,NS,0.7,0.3,1.433,,,,,J1634-472
2CXO J163645.7-471147,249.1904203,-47.1965494,1.43,3.17,2.7e-15,1e-15,7e-16,4e-16,3e-15,2e-15,6e-15,2e-15,,,16.606,0.003,17.508,0.009,15.674,0.007,14.43,0.04,13.61,0.06,13.47,0.06,,,,,,,1.95,0.06,6.116,508.0,490.0,522.0,0.0,0.06,0.17,0.07,0.2,0.05,0.003,0.4,0.0003,0.05,0.07,0.06,0.1,0.05,0.01,0.1,YSO,0.4,0.1,0.961,,,,,J1634-472
2CXO J163520.5-472831,248.83563,-47.4754312,0.81,8.05,7e-16,4e-16,2.1e-15,6e-16,2.4e-15,1e-15,5e-15,1e-15,0.636,0.836,16.749,0.003,17.988,0.008,15.625,0.005,13.68,0.04,12.86,0.06,12.45,0.06,,,,,,,0.47,0.07,2.327,2095.0,1780.0,2426.0,0.0,0.02,0.1,0.01,0.06,0.01,0.0,0.8,0.0006,0.03,0.1,0.02,0.06,0.01,0.004,0.1,YSO,0.8,0.1,2.697,conf,,,,J1634-472
2CXO J163617.1-472428,249.0716329,-47.4080298,1.53,3.03,1.3e-15,6e-16,1e-15,4e-16,3e-15,2e-15,5e-15,2e-15,0.784,0.775,14.671,0.003,15.09,0.01,13.996,0.006,,,,,,,11.68,0.01,11.53,0.08,,,0.81,0.06,9.144,1220.0,1136.0,1314.0,0.0,0.2,0.3,0.002,0.14,0.09,0.003,0.24,0.001,0.1,0.1,0.005,0.09,0.06,0.006,0.08,HM-STAR,0.3,0.1,0.452,,,,,J1634-472
2CXO J163523.2-472820,248.8467607,-47.4722302,4.64,3.09,7e-16,4e-16,1.2e-15,6e-16,2.5e-15,1e-15,4e-15,1e-15,0.943,0.663,20.599,0.007,21.8,0.2,19.16,0.03,15.84,0.09,14.98,,14.61,,12.856,0.006,,,,,2.0,1.0,4.878,3389.0,1982.0,4460.0,0.0,0.13,0.07,0.02,0.05,0.39,0.15,0.2,0.002,0.05,0.04,0.02,0.03,0.1,0.09,0.06,LMXB,0.39,0.1,1.187,,,,,J1634-472
2CXO J163522.2-472834,248.8428891,-47.4762479,4.3,3.68,1.2e-15,6e-16,2e-15,2e-15,9e-16,5e-16,4e-15,2e-15,,,,,,,,,15.53,0.09,13.0,0.1,11.56,0.06,8.14,0.03,7.66,0.02,6.6,0.1,,,,,,,0.0,0.03,0.17,0.005,0.06,0.001,0.004,0.74,0.001,0.03,0.08,0.008,0.03,0.003,0.008,0.08,YSO,0.74,0.08,3.491,conf,,,,J1634-472
2CXO J163551.2-472300,248.9635644,-47.383489,0.81,3.24,8e-18,6e-18,8e-18,6e-18,2.1e-14,6e-15,2.1e-14,6e-15,,,16.94,0.003,17.843,0.007,15.988,0.004,14.45,0.08,13.9,0.1,13.0,,,,,,,,0.58,0.08,2.456,1755.0,1537.0,2045.0,0.09,0.2,0.09,0.22,0.04,0.11,0.04,0.18,0.08,0.1,0.05,0.07,0.02,0.06,0.04,0.07,CV,0.2,0.1,0.071,,,,,J1634-472
2CXO J163453.9-473425,248.7247618,-47.573829,0.81,3.35,2.7e-15,9e-16,1e-15,4e-16,1.5e-15,8e-16,5e-15,1e-15,0.525,0.447,18.716,0.003,20.46,0.05,17.49,0.009,15.71,0.09,14.31,,13.83,,,,,,,,1.4,0.2,9.449,792.0,695.0,934.0,0.0,0.21,0.17,0.01,0.03,0.21,0.06,0.31,0.0005,0.09,0.09,0.01,0.02,0.09,0.04,0.09,YSO,0.31,0.09,0.582,,,,,J1634-472
2CXO J163639.0-471957,249.1625203,-47.3327213,0.93,3.03,8e-18,6e-18,1.8e-15,7e-16,8e-15,3e-15,1e-14,3e-15,,,19.749,0.004,21.5,0.2,18.21,0.02,14.75,0.08,13.36,0.07,10.82,,,,,,,,-0.5,0.5,6.219,4393.0,2892.0,6883.0,0.01,0.16,0.17,0.06,0.04,0.13,0.11,0.33,0.02,0.07,0.08,0.03,0.02,0.06,0.07,0.09,YSO,0.33,0.09,0.927,,,,,J1634-472
2CXO J163624.7-471727,249.1033139,-47.2908492,0.78,5.82,8e-16,6e-16,1.7e-15,7e-16,4.9e-14,8e-15,5.2e-14,8e-15,0.999,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.2,0.002,0.01,0.01,0.5,0.2,0.1,0.01,0.2,0.006,0.01,0.01,0.3,0.2,0.08,LMXB,0.5,0.3,0.52,,,,,J1634-472
2CXO J163603.8-472136,249.0159146,-47.3602035,1.12,3.88,1.1e-14,8e-15,5e-16,4e-16,6e-15,2e-15,1.8e-14,8e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.01,0.1,0.0,0.0,0.2,0.5,0.09,0.02,0.02,0.2,0.005,0.01,0.2,0.2,0.08,NS,0.5,0.2,0.715,,,,,J1634-472
2CXO J163525.9-472937,248.8580186,-47.4938219,1.42,3.09,8e-18,6e-18,8e-18,6e-18,2e-14,5e-15,2e-14,5e-15,,,17.622,0.003,18.8,0.02,16.579,0.005,14.78,0.05,14.03,0.06,13.88,0.07,,,,,,,0.6,0.1,7.73,1791.0,1492.0,2185.0,0.02,0.08,0.04,0.5,0.07,0.09,0.02,0.17,0.05,0.06,0.03,0.1,0.04,0.06,0.03,0.07,HMXB,0.5,0.1,1.66,,,,,J1634-472
2CXO J163518.2-473208,248.8260416,-47.5357027,0.83,4.49,1.4e-15,5e-16,5e-15,1e-15,6e-15,2e-15,1.2e-14,3e-15,0.672,0.218,14.81,0.004,16.12,0.01,13.691,0.009,11.71,0.02,10.8,0.02,10.52,0.02,10.4,0.04,10.66,0.08,8.09,,0.48,0.03,3.486,1881.0,1783.0,1973.0,0.0,0.02,0.13,0.0,0.04,0.003,0.0,0.81,0.0,0.02,0.07,0.01,0.03,0.006,0.001,0.09,YSO,0.81,0.09,4.442,,,,,J1634-472
2CXO J163520.8-473056,248.8368955,-47.5157515,1.09,3.18,1e-15,4e-16,1.7e-15,7e-16,3e-15,1e-15,6e-15,1e-15,0.63,0.872,17.239,0.003,18.47,0.01,16.153,0.006,14.59,0.06,13.6,0.1,13.1,0.1,,,,,,,0.45,0.09,9.131,2136.0,1739.0,2594.0,0.0,0.02,0.07,0.01,0.07,0.01,0.001,0.8,0.0,0.03,0.07,0.02,0.07,0.02,0.003,0.1,YSO,0.8,0.1,3.529,,,,,J1634-472
2CXO J163619.4-472103,249.0808541,-47.3508388,1.15,4.06,5e-16,4e-16,9e-16,5e-16,1.8e-14,4e-15,2e-14,4e-15,0.59,,,,,,,,14.6,0.1,12.64,0.09,11.55,0.04,10.637,0.001,10.107,0.002,,,,,,,,,0.0001,0.01,0.07,0.02,0.02,0.001,0.002,0.88,0.0008,0.01,0.05,0.02,0.03,0.003,0.006,0.07,YSO,0.88,0.07,6.362,,,,,J1634-472
2CXO J163636.1-471801,249.1507272,-47.3003984,0.8,3.24,1e-14,7e-15,8e-18,6e-18,4e-15,2e-15,1.4e-14,8e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.0,0.02,0.0,0.0,0.6,0.2,0.09,0.02,0.01,0.04,0.01,0.01,0.2,0.2,0.06,LMXB,0.6,0.2,1.216,,,,,J1634-472
2CXO J163553.8-472540,248.9742198,-47.4278413,0.71,86.29,2e-15,9e-16,5e-15,1e-15,4.4e-14,9e-15,5e-14,9e-15,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.5,0.001,0.0001,0.01,0.2,0.12,0.15,0.004,0.2,0.005,0.0007,0.04,0.1,0.07,0.07,CV,0.5,0.2,1.15,extent,IGR J16358-4726,LMXB,INTEGRAL General Reference Catalog,J1634-472
2CXO J174602.0-301611,266.5087436,-30.2698924,1.5,3.06,3e-16,2e-16,4e-16,4e-16,1.2e-14,4e-15,1.2e-14,4e-15,0.693,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.02,0.0,0.001,0.2,0.7,0.01,0.04,0.05,0.05,0.002,0.003,0.2,0.2,0.02,NS,0.7,0.2,1.117,,,,,J1745-303
2CXO J174557.1-301505,266.4880252,-30.2514679,0.97,3.59,4e-15,3e-15,2e-15,7e-16,3e-15,2e-15,9e-15,3e-15,1.0,,19.666,0.005,21.1,0.1,18.43,0.03,,,,,,,10.988,0.003,,,,,0.5,0.4,2.72,3304.0,1784.0,5674.0,0.001,0.13,0.08,0.004,0.04,0.4,0.05,0.3,0.003,0.07,0.04,0.01,0.03,0.1,0.05,0.08,LMXB,0.4,0.1,0.444,,,,,J1745-303
2CXO J174541.7-301901,266.4238602,-30.3170762,3.11,3.35,8e-16,6e-16,3e-16,3e-16,2e-14,7e-15,2.1e-14,7e-15,0.503,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.01,0.02,0.001,0.001,0.3,0.7,0.02,0.04,0.06,0.03,0.005,0.009,0.2,0.2,0.03,NS,0.7,0.2,0.99,,,,,J1745-303
2CXO J174545.5-301352,266.4397494,-30.2311717,0.88,3.94,5e-16,3e-16,4e-16,2e-16,2.4e-14,6e-15,2.5e-14,6e-15,0.377,0.021,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.01,0.02,0.0,0.0,0.3,0.7,0.02,0.04,0.02,0.03,0.003,0.004,0.2,0.2,0.02,NS,0.7,0.2,1.005,,,,,J1745-303
2CXO J174540.4-301307,266.4183778,-30.2187695,0.99,5.03,2e-15,8e-16,3.3e-15,8e-16,9e-15,3e-15,1.5e-14,3e-15,0.505,0.983,13.046,0.003,14.312,0.003,11.944,0.004,10.08,0.02,9.23,0.03,8.86,0.03,8.7346,0.0004,8.6152,0.0007,,,0.63,0.02,5.569,1483.0,1454.0,1525.0,0.0,0.04,0.3,0.01,0.04,0.003,0.0,0.6,0.0003,0.04,0.1,0.01,0.03,0.006,0.001,0.1,YSO,0.6,0.1,1.43,,,,,J1745-303
2CXO J174518.9-301742,266.3289098,-30.2952613,2.48,4.44,8e-16,6e-16,8e-16,6e-16,3e-14,2e-14,3e-14,2e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.06,0.0,0.0,0.5,0.4,0.02,0.01,0.02,0.08,0.002,0.002,0.3,0.3,0.04,LMXB,0.5,0.3,0.147,extent,,,,J1745-303
2CXO J174543.4-300857,266.4310161,-30.1494165,1.1,5.41,2e-16,1e-16,1e-15,4e-16,7e-15,2e-15,8e-15,2e-15,0.866,1.0,,,,,,,14.22,0.04,12.17,0.05,11.28,0.05,,,,,,,,,,,,,0.0,0.01,0.02,0.002,0.03,0.001,0.001,0.94,0.001,0.01,0.02,0.005,0.04,0.004,0.004,0.05,YSO,0.94,0.05,10.941,,,,,J1745-303
2CXO J174544.0-300814,266.4335789,-30.1372951,1.49,3.87,2e-16,1e-16,3e-16,2e-16,2e-14,5e-15,2.1e-14,5e-15,0.103,0.723,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,0.02,0.001,0.0,0.3,0.6,0.02,0.04,0.02,0.03,0.004,0.003,0.2,0.2,0.02,NS,0.6,0.2,0.836,,,,,J1745-303
2CXO J174512.3-301513,266.301616,-30.2537874,3.01,3.2,1.1e-15,8e-16,3e-15,1e-15,1.5e-14,9e-15,1.9e-14,9e-15,0.057,,,,,,,,17.38,,14.16,,12.91,0.08,,,,,,,,,,,,,0.006,0.02,0.03,0.0,0.01,0.1,0.4,0.38,0.01,0.03,0.05,0.01,0.01,0.1,0.1,0.07,NS,0.4,0.1,0.347,,,,,J1745-303
