name,Class,Class_prob,Class_prob_e,P_AGN,e_P_AGN,P_CV,e_P_CV,P_HM-STAR,e_P_HM-STAR,P_HMXB,e_P_HMXB,P_LM-STAR,e_P_LM-STAR,P_LMXB,e_P_LMXB,P_NS,e_P_NS,P_YSO,e_P_YSO,P_CO,e_P_CO,Candidate_CO,ra,dec,PU,significance,flux_flag,Fcsc_s,e_Fcsc_s,Fcsc_m,e_Fcsc_m,Fcsc_h,e_Fcsc_h,flux_aper90_ave_b,e_flux_aper90_ave_b,var_intra_prob,var_inter_prob,EDR3Name_gaia,source_id,RA_pmcor_gaia,DEC_pmcor_gaia,Gmag_gaia,e_Gmag_gaia,BPmag_gaia,e_BPmag_gaia,RPmag_gaia,e_RPmag_gaia,Plx_gaia,e_Plx_gaia,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,cp_flag_gaia,_2MASS_2mass,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,cp_flag_2mass,Name_catwise,W1mag_catwise,e_W1mag_catwise,W2mag_catwise,e_W2mag_catwise,cp_flag_catwise,objID_unwise,W1mag_unwise,e_W1mag_unwise,W2mag_unwise,e_W2mag_unwise,cp_flag_unwise,AllWISE_allwise,W1mag_allwise,e_W1mag_allwise,W2mag_allwise,e_W2mag_allwise,W3mag,e_W3mag,W4mag,e_W4mag,cp_flag_allwise,VPHASDR2_vphas,gmag_vphas,rmag_vphas,imag_vphas,Gmag_vphas,RPmag_vphas,BPmag_vphas,e_Gmag_vphas,e_RPmag_vphas,e_BPmag_vphas,cp_flag_vphas,_2MASS_2mass_gaia,Jmag_2mass_gaia,e_Jmag_2mass_gaia,Hmag_2mass_gaia,e_Hmag_2mass_gaia,Kmag_2mass_gaia,e_Kmag_2mass_gaia,cp_flag_2mass_gaia,AllWISE_allwise_gaia,W1mag_allwise_gaia,e_W1mag_allwise_gaia,W2mag_allwise_gaia,e_W2mag_allwise_gaia,W3mag_allwise_gaia,e_W3mag_allwise_gaia,W4mag_allwise_gaia,e_W4mag_allwise_gaia,cp_flag_allwise_gaia,cp_flag_wise12,which_wise12,W1mag,e_W1mag,W2mag,e_W2mag,which_gaia,cp_flag_comb,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,BP-RP,Jmag-Hmag,W1mag-W2mag,Jmag-W2mag,HRMS,HRHM
2CXO J110558.0-585423,YSO,0.567010309,0.085,0,0,0.082474227,0.045,0.030927835,0.025,0.010309278,0.01,0.154639175,0.07,0.154639175,0.0858,0,0,0.567010309,0.085,0.24742268,0.097399384,FALSE,166.4919583,-58.906425,1.387059663,6.82,0,1.77E-15,4.41E-16,1.37E-15,3.13E-16,2.05E-15,1.02E-15,5.18E-15,1.16E-15,1,,Gaia EDR3 5338651053425997184,5338651053425997184,166.4921579,-58.90639506,16.094446,0.003078,16.602982,0.006393,15.350913,0.006452,0.4178,0.0391,2268.28857,2075.88672,2492.88184,2264.53809,2082.78662,2448.31006,0,11055811-5854229,14.4,0.05,13.977,0.056,13.802,0.057,0,J110558.12-585423.5,13.733,0.015,13.914,0.017,0,1670m591o0032501,13.63452779,-0.003997227,13.74008621,-0.010980351,0,J110558.14-585423.3,13.716,0.038,14.159,0.049,12.991,,9.578,,0,VPHASDR2 J110558.1-585423.0,17.04,15.93,15.31,16.04737688,15.31759957,16.5672368,0.058772562,0.147117727,0.163206545,0,11055811-5854229,14.4,0.05,13.977,0.056,13.802,0.057,0,J110558.14-585423.3,13.716,0.038,14.159,0.049,12.991,,9.578,,0,0,allwise,13.716,0.038,14.159,0.049,gaia,0,16.094446,0.003078,16.602982,0.006393,15.350913,0.006452,1.252069,0.423,-0.443,0.241,-0.124764068,0.19668859
2CXO J110559.1-584802,Unconfident Classification,0.5,0.14,0.011111111,0.01,0.166666667,0.145,0.011111111,0.01,0,0.01,0.277777778,0.15,0.033333333,0.04,0,0.015,0.5,0.14,0.2,0.151492574,FALSE,166.4962917,-58.8008,1.569411858,5.33,0,1.81E-15,4.89E-16,4.71E-16,1.73E-16,2.24E-15,1.74E-15,4.52E-15,1.81E-15,0.454,,Gaia EDR3 5338658406410623872,5338658406410623872,166.4964108,-58.80094724,18.132946,0.00322,19.652359,0.053218,16.804022,0.013825,2.3556,0.1232,422.0849,399.584961,445.435303,416.773193,394.80896,445.718018,0,11055915-5848034,14.856,0.065,14.229,0.074,13.915,0.073,0,,,,,,-8,1670m591o0035947,13.64542666,-0.004728893,13.44457433,-0.010290993,0,J110559.06-584804.2,13.304,0.025,13.14,0.026,12.669,,9.504,,-4,VPHASDR2 J110559.1-584803.5,20.6,18.79,16.92,18.20049325,16.87658003,19.76645925,0.057831537,0.179675269,0.296466866,0,11055915-5848034,14.856,0.065,14.229,0.074,13.915,0.073,0,,,,,,,,,,,-4,allwise,13.304,0.025,13.14,0.026,gaia,0,18.132946,0.00322,19.652359,0.053218,16.804022,0.013825,2.848337,0.627,0.164,1.716,-0.58689337,0.653241031
2CXO J110559.9-585315,Unconfident Classification,0.498721228,0.1475,0,0,0.051150895,0.0204,0.092071611,0.0354,0,0,0.051150895,0.03,0.498721228,0.1475,0.296675192,0.1429,0.010230179,0.01,0.846547315,0.20638028,TRUE,166.49975,-58.88753056,1.447041721,6.62,0,3.78E-15,9.31E-16,1.16E-15,2.77E-16,1.08E-15,8.72E-16,6.03E-15,1.31E-15,0.608,,Gaia EDR3 5338651190833648640,5338651190833648640,166.4996753,-58.88763778,17.859722,0.004788,,,,,0.2851,0.1721,3556.24609,2460.92822,4899.52246,,,,0,,,,,,,,-8,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,-8,,,,,,,,,,,,,,,,,,,,,,,,,gaia,0,17.859722,0.004788,,,,,,,,,-0.529424987,-0.035956356
2CXO J110601.1-585025,LM-STAR,1,0.005,0,0,0,0,0,0,0,0,1,0.005,0,0,0,0,0,0,0,0,FALSE,166.504875,-58.84031111,0.684524995,10.16,0,7.32E-15,7.82E-16,1.03E-15,2.53E-16,7.81E-16,7.48E-16,9.13E-15,1.11E-15,0.136,,Gaia EDR3 5338657959733969536,5338657959733969536,166.5050224,-58.84040792,12.141655,0.002768,12.385083,0.002929,11.736341,0.00382,2.1146,0.0115,466.914948,464.149292,469.521698,467.18924,464.073273,469.872284,0,11060121-5850254,11.27,0.05,11.071,0.027,11.043,0.027,0,J110601.20-585025.3,10.888,0.015,10.969,0.01,0,1670m591o0101119,10.91949814,-0.001072011,10.98309661,-0.002375644,0,,,,,,,,,,-8,VPHASDR2 J110601.2-585025.6,,,,,,,,,,0,11060121-5850254,11.27,0.05,11.071,0.027,11.043,0.027,0,,,,,,,,,,,0,catwise,,,,,gaia,0,12.141655,0.002768,12.385083,0.002929,11.736341,0.00382,0.648742,0.199,,,-0.753852211,-0.136301405
2CXO J110605.6-585334,Unconfident Classification,0.530726257,0.23,0.078212291,0.1908,0.022346369,0.025,0,0.005,0,0,0,0,0.530726257,0.23,0.368715084,0.1579,0,0.005,0.921787709,0.280102499,FALSE,166.52375,-58.89278611,1.300938602,8.75,0,6.97E-16,3.38E-16,1.82E-15,3.61E-16,1.27E-14,2.04E-15,1.52E-14,2.10E-15,0.877,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,-8,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.446488946,0.748566783
2CXO J110605.9-585032,YSO,0.666666667,0.08,0.01010101,0.01,0.050505051,0.02,0.080808081,0.04,0.01010101,0.015,0.080808081,0.04,0.080808081,0.05,0.02020202,0.02,0.666666667,0.08,0.161616162,0.05937171,FALSE,166.524625,-58.84238611,1.299693223,6.89,0,1.81E-15,4.14E-16,1.91E-15,3.53E-16,2.40E-15,1.31E-15,6.12E-15,1.42E-15,0.923,,Gaia EDR3 5338657238179472512,5338657238179472512,166.5244151,-58.84251011,16.905848,0.00558,,,,,0.2948,0.0967,3678.66479,2854.5896,4860.69824,,,,0,11060579-5850328,13.844,0.023,13.14,0.022,12.974,0.03,0,J110605.78-585032.8,12.872,0.011,12.944,0.009,-4,1670m591o0034698,12.84267186,-0.002502695,12.83532186,-0.005856369,0,J110605.78-585032.9,12.924,0.026,13.049,0.027,11.936,,9.144,0.429,0,VPHASDR2 J110605.9-585033.1,17.79,,,,,,,,,0,11060579-5850328,13.844,0.023,13.14,0.022,12.974,0.03,0,J110605.78-585032.9,12.924,0.026,13.049,0.027,11.936,,9.144,0.429,0,0,allwise,12.924,0.026,13.049,0.027,gaia,0,16.905848,0.00558,,,,,,0.704,-0.125,0.795,0.024880961,0.115272236
2CXO J110610.7-585154,Unconfident Classification,0.526315789,0.12,0,0.005,0.263157895,0.105,0,0,0,0.0008,0.031578947,0.02,0.178947368,0.105,0,0,0.526315789,0.12,0.442105263,0.148494579,FALSE,166.5448333,-58.865075,0.911634534,8.9,0,4.57E-15,7.22E-16,2.48E-15,4.24E-16,5.45E-15,1.75E-15,1.25E-14,1.94E-15,1,,Gaia EDR3 5338657130758244864,5338657130758244864,166.5445893,-58.86512859,18.13008,0.003226,19.069046,0.032019,17.124058,0.009718,0.9237,0.12,1109.70581,991.287476,1279.96375,1103.77991,976.337708,1266.80176,0,11061070-5851543,15.844,0.105,14.993,0.085,14.708,0.11,0,,,,,,-8,1670m591o0135153,14.47469507,-0.009901474,14.28433932,-0.021998739,-4,,,,,,,,,,-8,VPHASDR2 J110610.7-585154.5,19.77,18.16,17.13,18.12155321,17.12379464,19.04116984,0.060327341,0.195222862,0.260464211,0,11061070-5851543,15.844,0.105,14.993,0.085,14.708,0.11,0,,,,,,,,,,,-4,unwise,,,,,gaia,0,18.13008,0.003226,19.069046,0.032019,17.124058,0.009718,1.944988,0.851,,,-0.29620128,0.374681365
2CXO J110614.8-585237,Unconfident Classification,0.357894737,0.2,0,0,0.294736842,0.14,0,0.01,0.010526316,0.01,0.031578947,0.04,0.305263158,0.135,0,0,0.357894737,0.2,0.610526316,0.194743421,FALSE,166.5619167,-58.87711667,2.062205549,5.47,0,1.91E-15,6.14E-16,1.31E-15,2.99E-16,3.14E-15,1.63E-15,6.35E-15,1.77E-15,0.85,,Gaia EDR3 5338656825862575872,5338656825862575872,166.562086,-58.87708363,17.09351,0.003462,17.736809,0.012556,16.3025,0.007592,0.3565,0.0646,2792.66333,2358.65576,3443.63818,2685.11133,2322.23584,3190.68457,0,11061489-5852376,15.146,0.061,14.593,0.07,14.472,0.092,0,J110614.70-585237.9,14.336,0.012,14.591,0.018,0,1670m591o0099923,14.27096915,-0.006542035,14.27060182,-0.017036845,0,,,,,,,,,,-8,VPHASDR2 J110614.9-585237.5,18.07,16.95,16.26,17.042893,16.2666922,17.60061785,0.047450623,0.166894113,0.199513261,0,11061489-5852376,15.146,0.061,14.593,0.07,14.472,0.092,0,,,,,,,,,,,0,catwise,,,,,gaia,0,17.09351,0.003462,17.736809,0.012556,16.3025,0.007592,1.434309,0.553,,,-0.18571002,0.410953599
2CXO J110621.8-585133,Unconfident Classification,0.35483871,0.08,0.11827957,0.065,0.35483871,0.08,0.021505376,0.02,0.010752688,0.01,0,0.005,0.333333333,0.0954,0.064516129,0.05,0.096774194,0.045,0.76344086,0.134540552,TRUE,166.5908333,-58.85927222,2.006565632,6.96,0,3.75E-16,3.58E-16,1.80E-15,3.81E-16,1.37E-14,2.61E-15,1.58E-14,2.66E-15,0.001,,Gaia EDR3 5338656963271874816,5338656963271874816,166.5917501,-58.85871815,19.620268,0.004262,20.341055,0.07206,18.953646,0.027714,-0.1818,0.281,4561.42627,3366.12305,6367.66455,5420.62646,4360.58203,6790.31299,-4,,,,,,,,-8,,,,,,-8,,,,,,-8,,,,,,,,,,-8,VPHASDR2 J110621.7-585133.6,,,20.39,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,gaia,-4,19.620268,0.004262,20.341055,0.07206,18.953646,0.027714,1.387409,,,,0.655223987,0.767224887
2CXO J110622.2-584951,LM-STAR,1,0.015,0,0,0,0,0,0.01,0,0,1,0.015,0,0,0,0,0,0.01,0,0,FALSE,166.5928333,-58.83086944,2.436411581,5.76,0,3.81E-15,8.79E-16,1.33E-15,3.37E-16,1.28E-15,9.69E-16,6.42E-15,1.35E-15,0.599,,Gaia EDR3 5338657375618480384,5338657375618480384,166.5933851,-58.83100775,12.028834,0.002761,12.268259,0.00285,11.639335,0.003811,2.0793,0.0124,474.017456,471.397552,476.987274,474.718658,471.518585,477.735443,0,11062242-5849516,11.224,0.023,11.006,0.022,10.961,0.023,0,J110622.41-584951.6,10.871,0.01,10.975,0.008,0,1670m591o0035054,10.96658555,-0.000897304,10.97461231,-0.001915823,0,J110622.42-584951.5,10.954,0.024,11.008,0.022,11.066,0.108,9.526,,0,VPHASDR2 J110622.4-584951.5,,,,,,,,,,0,11062242-5849516,11.224,0.023,11.006,0.022,10.961,0.023,0,J110622.42-584951.5,10.954,0.024,11.008,0.022,11.066,0.108,9.526,,0,0,allwise,10.954,0.024,11.008,0.022,gaia,0,12.028834,0.002761,12.268259,0.00285,11.639335,0.003811,0.628924,0.218,-0.054,0.216,-0.483479287,-0.016632411
2CXO J110727.7-590452,Unconfident Classification,0.363636364,0.07,0.04040404,0.02,0.363636364,0.07,0.01010101,0.01,0,0.005,0.121212121,0.05,0.292929293,0.06,0.02020202,0.015,0.151515152,0.05,0.676767677,0.093541435,TRUE,166.8656667,-59.08136111,0.302340888,11.07,0,9.69E-14,1.13E-14,3.63E-14,6.60E-15,4.95E-14,1.31E-14,1.83E-13,1.85E-14,0.683,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,-8,J110727.73-590452.9,10.621,0.014,10.671,0.01,-4,1670m591o0026595,10.66244505,-0.000777675,10.58266451,-0.00153499,-4,J110727.74-590452.6,10.545,0.022,10.592,0.02,9.988,0.044,8.451,0.207,-4,VPHASDR2 J110727.7-590452.8,14.52,13.34,12.56,13.29461094,12.55436604,13.98608947,0.00713933,0.089530676,0.065345189,-4,,,,,,,,-8,,,,,,,,,,-8,-4,allwise,10.545,0.022,10.592,0.02,vphas,-4,13.29461094,0.00713933,13.98608947,0.065345189,12.55436604,0.089530676,1.431723427,,-0.047,,-0.454786271,0.154185765
